2016-01-01,350
2016-01-02,352
2016-01-03,461
2016-01-04,430
2016-01-05,436
2016-01-06,449
2016-01-07,385
2016-01-08,392
2016-01-09,443
2016-01-10,463
2016-01-11,471
2016-01-12,470
2016-01-13,429
2016-01-14,393
2016-01-15,364
2016-01-16,424
2016-01-17,451
2016-01-18,431
2016-01-19,429
2016-01-20,409
2016-01-21,465
2016-01-22,432
2016-01-23,457
2016-01-24,437
2016-01-25,467
2016-01-26,468
2016-01-27,475
2016-01-28,422
2016-01-29,456
2016-01-30,451
2016-01-31,467
2016-02-01,485
2016-02-02,442
2016-02-03,457
2016-02-04,411
2016-02-05,413
2016-02-06,406
2016-02-07,442
2016-02-08,427
2016-02-09,398
2016-02-10,408
2016-02-11,408
2016-02-12,346
2016-02-13,378
2016-02-14,429
2016-02-15,405
2016-02-16,409
2016-02-17,384
2016-02-18,356
2016-02-19,379
2016-02-20,366
2016-02-21,397
2016-02-22,370
2016-02-23,385
2016-02-24,385
2016-02-25,370
2016-02-26,381
2016-02-27,391
2016-02-28,371
2016-02-29,401
2016-03-01,375
2016-03-02,335
2016-03-03,362
2016-03-04,385
2016-03-05,388
2016-03-06,399
2016-03-07,378
2016-03-08,359
2016-03-09,342
2016-03-10,309
2016-03-11,312
2016-03-12,357
2016-03-13,381
2016-03-14,361
2016-03-15,396
2016-03-16,357
2016-03-17,361
2016-03-18,345
2016-03-19,381
2016-03-20,372
2016-03-21,382
2016-03-22,384
2016-03-23,327
2016-03-24,343
2016-03-25,319
2016-03-26,377
2016-03-27,368
2016-03-28,383
2016-03-29,378
2016-03-30,320
2016-03-31,316
2016-04-01,317
2016-04-02,349
2016-04-03,389
2016-04-04,369
2016-04-05,341
2016-04-06,322
2016-04-07,350
2016-04-08,330
2016-04-09,318
2016-04-10,368
2016-04-11,442
2016-04-12,355
2016-04-13,336
2016-04-14,344
2016-04-15,337
2016-04-16,330
2016-04-17,354
2016-04-18,337
2016-04-19,319
2016-04-20,365
2016-04-21,265
2016-04-22,304
2016-04-23,321
2016-04-24,325
2016-04-25,346
2016-04-26,384
2016-04-27,349
2016-04-28,295
2016-04-29,303
2016-04-30,342
2016-05-01,372
2016-05-02,354
2016-05-03,326
2016-05-04,315
2016-05-05,281
2016-05-06,270
2016-05-07,299
2016-05-08,352
2016-05-09,327
2016-05-10,337
2016-05-11,325
2016-05-12,277
2016-05-13,288
2016-05-14,318
2016-05-15,349
2016-05-16,326
2016-05-17,307
2016-05-18,320
2016-05-19,253
2016-05-20,266
2016-05-21,281
2016-05-22,297
2016-05-23,261
2016-05-24,287
2016-05-25,269
2016-05-26,207
2016-05-27,204
2016-05-28,188
2016-05-29,221
2016-05-30,227
2016-05-31,190
2016-06-01,198
2016-06-02,182
2016-06-03,207
2016-06-04,215
2016-06-05,202
2016-06-06,201
2016-06-07,131
2016-06-08,135
2016-06-09,95
2016-06-10,137
2016-06-11,157
2016-06-12,155
